block,streetName,streetType,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,class,pavement,streetID
1800,SALINA,ST,S,8,4,5,343,40,1/03,1998,F,PA,6,13002115
500,WILLOW,ST,E,7,4,2,366,34,2/03,1997,F,Local,3,12577965
5500,SALINA,ST,S,8,4,4,618,40,3/04,2001,F,MA,6,13020812
1200,GEDDES,ST,S,7,4,3,360,36,1/03,1994,F,MA,6,12573056
2500,GENESEE,ST,E,6,3,4,294,40,1/02,1990,F,PA,6,13001964
300,TAYLOR,ST,E,9,5,5,495,27,1/02,2000,F,Local,6,12577401
200,KENNEDY,ST,W,7,4,4,880,31,1/01,1996,F,Local,6,13028501
300,WILLOW,ST,E,5,2,4,200,40,4/15,1990,F,Local,6,12577870
400,WILLOW,ST,E,7,4,3,715,34,4/15,1997,F,Local,6,12577951
500,ONONDAGA,ST,W,10,5,5,385,58,4/14,2013,F,MA,6,12573348
1300,COLVIN,ST,E,5,3,3,2012,36,3/10,1999,F,MA,6,12577016
400,NEWELL,ST,W,6,4,2,308,24,3/09,1998,F,Local,6,12572093
200,MONTICELLO,DR,N,5,2,3,846,28,3/09,1995,O,Local,3,12576626
100,SALINA,ST,N,5,3,3,366,60,2/11,1989,F,MA,6,12573893
400,SALINA,ST,N,5,3,3,797,54,1/12,1990,F,MA,6,12577958
700,ADAMS,ST,E,4,3,2,411,30,2/12,2002,F,MA,6,13007069
100,CHAFFEE,AVE,E,8,4,5,1064,27,3/13,1991,O,Local,3,12576514
1400,STATE,ST,S,10,5,5,950,32,11/12,2012,F,Local,6,12577268
300,GLEN,AVE,E,7,3,5,375,25,3/13,1993,O,Local,3,12576637
200,BEECH,ST,S,8,4,5,320,30,1/06,2003,F,Local,6,12578164
300,CLINTON,ST,S,6,3,4,260,50,2/06,2001,F,MA,6,12573749
3600,GENESEE,ST,E,8,4,5,525,40,12/05,2004,F,PA,6,12579371
400,LOWELL,AVE,S,9,5,5,200,30,3/06,2003,F,Local,6,12573395
600,GENESEE,ST,E,10,5,5,516,42,10/05,2005,F,MA,6,13009597
600,MCBRIDE,ST,N,7,4,4,428,30,2/06,2000,F,Local,6,12577980
1400,MCBRIDE,ST,S,5,3,2,290,30,1/05,1998,F,Local,6,12577447
2000,GENESEE,ST,E,8,4,4,441,40,12/05,2004,F,PA,6,12578702
400,SALINA,ST,S,6,3,3,903,56,1/05,1988,F,Local,6,12573737
200,AVERY,AVE,S,7,4,4,352,36,3/03,1996,F,CO,6,12572695
300,CLINTON,ST,S,6,3,4,260,50,2/04,2001,F,MA,6,12573749
3100,GENESEE,ST,E,10,5,5,676,40,1/04,2003,F,PA,6,13012521
700,ERIE,BLVD,W,9,4,5,1245,36,3/04,2001,F,PA,4,13002381
2300,GENESEE,ST,E,6,3,4,285,40,1/02,1990,F,PA,6,12578706
3600,GENESEE,ST,E,7,3,4,525,40,1/02,1986,F,PA,6,12579371
400,ALVORD,ST,S,5,3,3,704,32,1/02,1987,F,Local,6,13028344
1200,MCBRIDE,ST,S,6,3,3,320,30,1/01,1998,F,Local,6,12577466
300,BEECH,ST,S,6,3,3,575,24,1/02,1993,F,Local,6,12578160
4600,SALINA,ST,S,6,3,3,370,40,1/01,1989,F,MA,6,12576609
1100,GEDDES,ST,S,7,4,4,450,40,3/13,2000,F,MA,6,12573088
1900,STATE,ST,S,10,5,2,264,32,11/12,2012,F,Local,6,12577276
800,BELDEN,AVE,W,7,3,5,800,34,2/13,2004,F,Local,6,12573793
1000,ADAMS,ST,E,6,4,2,616,30,1.06,1998,F,MA,6,12578100
1600,GENESEE,ST,E,8,4,4,556,42,12/06,2004,F,PA,6,12578195
2400,SALINA,ST,S,6,4,3,310,40,1/07,1998,F,PA,6,12576838
2500,GENESEE,ST,E,7,4,4,294,40,12/06,2004,F,PA,6,13001964
400,TOWNSEND,ST,N,5,3,2,303,35,3/07,1990,F,Local,6,12577967
500,MCBRIDE,ST,N,7,4,4,330,30,2/06,2000,F,Local,6,12577981
100,BRIGHTON,AVE,W,9,5,5,484,30,3/04,2001,F,Local,6,12576813
100,EDWARDS,AVE,S,6,4,2,891,24,3/04,1989,O,Local,3,12581080
2900,SALINA,ST,S,8,4,4,308,40,1/03,1998,F,MA,6,12576853
300,WARREN,ST,S,7,4,4,585,38,2/04,1988,F,Local,6,12577688
500,STATE,ST,N,6,3,4,502,60,2/04,1991,F,MA,6,12577957
100,WEST,ST,S,7,3,5,2900,60,3/03,1996,F,Local,6,13002308
200,MONTICELLO,DR,N,6,3,4,846,28,1/01,1995,O,Local,3,12576626
200,COLVIN,ST,E,6,3,3,456,36,3/15,1987,F,MA,6,12577278
200,GEDDES,ST,S,8,4,5,525,56,6/14,2011,F,MA,6,12573456
700,FAYETTE,ST,E,6,3,3,550,36,4/14,2002,F,MA,6,12577802
200,ADAMS,ST,E,10,5,5,557,64,6/15,2015,F,Local,6,12577645
100,MONTICELLO,DR,S,6,3,3,561,26,3/09,1995,O,Local,3,12576560
1400,COLVIN,ST,W,9,5,5,285,34,1/10,2009,F,Local,6,12572058
200,SALINA,ST,N,6,3,3,315,60,3/09,1989,F,MA,6,12577851
600,MIDLER,AVE,S,7,4,4,1650,40,12/09,1987,F,Local,6,13001807
1300,SALINA,ST,N,6,3,5,465,42,2/08,2003,F,MA,6,12575272
4200,SALINA,ST,S,6,3,4,322,40,12/07,2001,F,MA,6,12576640
100,COLVIN,ST,E,8,4,3,522,36,3/11,2004,F,MA,6,12577273
1300,GEDDES,ST,S,7,4,3,428,36,3/11,2004,F,MA,6,12573050
200,STATE,ST,N,6,3,3,378,60,2/11,1991,F,Local,6,12577873
400,ALVORD,ST,S,4,2,2,704,32,2/11,1987,F,Local,6,12580056
600,WEST,ST,S,6,3,5,470,74,2/11,1996,F,Local,6,12573664
100,EDWARDS,AVE,S,7,3,4,891,24,12/99,1989,O,Local,3,12581080
600,GENESEE,ST,E,5,3,3,516,42,3/00,1985,F,MA,6,13009597
1100,FAYETTE,ST,W,6,3,3,1150,30,4/15,2004,F,Local,6,12573448
3500,GENESEE,ST,E,5,2,3,752,40,5/14,2004,F,PA,6,12578917
400,GEDDES,ST,N,9,5,5,564,46,4/14,2011,F,MA,4,12573541
1700,GENESEE,ST,W,7,3,3,593,40,2/10,2001,F,PA,6,12572817
4500,SALINA,ST,S,7,3,4,359,40,3/10,2001,F,MA,6,12576612
5200,SALINA,ST,S,7,3,5,359,40,3/10,2001,F,MA,6,12576523
300,STATE,ST,N,6,3,3,350,60,3/08,1991,F,MA,6,12577949
1600,GENESEE,ST,W,6,4,2,315,40,2/12,2001,F,PA,6,12572836
200,KENNEDY,ST,W,3,2,1,880,30,3/12,1996,F,Local,6,13028498
200,LOWELL,AVE,S,8,4,5,304,30,2/12,2003,F,Local,6,12573385
700,GENESEE,ST,E,6,3,1,600,71,2/12,2005,F,PA,6,13017763
300,FAYETTE,ST,W,5,3,2,950,37,2/13,1986,F,MA,6,12573732
100,FRANKLIN,ST,S,6,3,4,400,45,2/06,2001,F,Local,6,12573882
2700,GENESEE,ST,E,8,5,4,374,35,3/06,2003,F,PA,6,12578735
100,CHAFFEE,AVE,E,8,4,4,1064,27,3/05,1991,O,Local,3,12576518
100,WEST,ST,S,7,3,5,612,60,3/05,1996,F,Local,6,13002310
1200,STATE,ST,S,5,3,2,898,40,2/05,1987,F,PA,6,13002516
2400,GENESEE,ST,E,8,4,4,366,40,12/05,2004,F,PA,6,12578698
300,NEWELL,ST,W,6,3,3,968,24,3/05,1998,F,Local,6,12576789
400,COLVIN,ST,E,7,3,4,253,36,1/05,1990,F,MA,6,13017690
100,WARREN,ST,S,5,3,2,405,38,2/04,1988,F,Local,6,12577826
300,TOWNSEND,ST,S,7,4,4,168,60,3/04,1992,F,CO,6,12577712
3100,GENESEE,ST,E,10,5,5,676,40,1/04,2003,F,PA,6,13016560
3300,GENESEE,ST,E,10,5,5,330,40,11/04,2004,F,PA,6,13013219
400,STATE,ST,S,8,4,5,382,45,2/04,2003,F,PA,6,12577702
600,COLVIN,ST,E,7,4,4,263,36,1/03,1990,F,MA,6,12577315
2600,GENESEE,ST,E,4,2,2,1089,35,1/02,1987,F,PA,6,12578731
4900,SALINA,ST,S,10,5,5,498,40,11/01,2001,F,MA,6,13028595
800,GENESEE,ST,E,6,3,3,567,50,1/02,1985,F,PA,6,12577807
600,TOWNSEND,ST,N,6,4,2,501,35,1/01,1990,F,Local,6,12577964
100,JEFFERSON,ST,E,6,3,3,357,48,1/12,2002,F,CO,6,12577677
1100,TOWNSEND,ST,N,4,2,2,539,30,1/12,1999,F,Local,6,12575175
1700,FAYETTE,ST,E,5,3,3,450,36,3/13,1992,F,CO,6,12578222
200,JEFFERSON,ST,W,5,3,4,532,38,1/12,2001,F,CO,6,12573735
300,GENESEE,ST,W,10,5,5,483,40,2/13,1992,F,PA,6,12573876
600,WEST,ST,S,5,2,3,470,74,2/13,1996,F,Local,6,12573664
800,ALVORD,ST,N,8,5,4,528,28,5/13,2007,F,Local,6,12575277
800,GENESEE,ST,E,8,3,4,567,62,2/12,2005,F,PA,6,12577807
800,WATER,ST,E,4,2,3,910,34,2/12,2002,F,Local,6,13001895
100,STATE,ST,N,7,3,4,687,60,2/06,1989,F,Local,6,13008632
300,WILLOW,ST,E,7,3,5,200,40,3/07,1990,F,Local,6,12577870
500,ERIE,BLVD,W,7,4,5,765,54,2/06,2001,F,PA,6,12573770
500,SALINA,ST,S,6,3,3,665,56,7/06,1997,F,Local,6,12577649
5800,SALINA,ST,S,6,3,4,401,40,2/06,2001,F,MA,6,12564396
200,FAYETTE,ST,W,5,3,2,500,37,1/05,1986,F,MA,6,12573746
500,WARREN,ST,S,5,3,2,440,38,2/04,1988,F,Local,6,13011856
800,WATER,ST,E,8,4,5,910,34,3/04,2002,F,Local,6,13001895
1000,ADAMS,ST,E,7,4,4,616,30,12/01,1998,F,MA,6,12578100
200,BEECH,ST,S,3,1,3,320,30,1/02,1983,F,Local,6,12578164
4100,SALINA,ST,S,10,5,5,312,40,11/01,2001,F,MA,6,12576641
5200,SALINA,ST,S,10,5,5,359,40,11/01,2001,F,MA,6,12576523
200,GEDDES,ST,N,9,5,5,681,46,4/14,2011,F,MA,6,12573536
2500,SALINA,ST,S,5,3,2,296,40,3/15,1998,F,PA,6,12576834
800,FAYETTE,ST,E,5,2,3,600,36,4/14,2002,F,MA,6,12577817
300,PLEASANT,AVE,W,8,4,4,540,31,1/01,1996,O,Local,3,12576730
200,BELDEN,AVE,E,5,2,3,163,30,4/14,1999,F,Local,6,12577948
1400,FAYETTE,ST,E,6,3,3,550,36,12/08,2002,F,MA,6,12578199
1900,FAYETTE,ST,E,6,4,2,650,36,12/08,1992,F,CO,6,13028260
3700,SALINA,ST,S,7,3,4,296,40,3/10,2001,F,MA,6,12576749
400,BEECH,ST,S,7,3,3,880,24,1/10,2003,F,Local,6,12578153
500,WILLOW,ST,E,8,5,4,366,34,2/11,1997,F,Local,3,12577965
1200,SALINA,ST,S,5,3,2,903,56,4/15,2002,F,Local,6,12577340
1600,ONONDAGA,ST,W,8,4,4,840,35,4/14,2005,F,MA,6,13028441
200,NEWELL,ST,W,3,2,1,841,25,5/14,1996,F,Local,6,12576804
4000,GENESEE,ST,E,8,4,5,882,40,5/14,2004,F,PA,6,12579385
100,TOWNSEND,ST,S,7,3,4,453,60,3/10,1992,F,CO,6,12577885
200,PLEASANT,AVE,W,5,3,3,800,27,3/09,2002,F,Local,6,12576801
3400,SALINA,ST,S,7,3,4,428,40,3/10,2001,F,MA,6,12576770
1600,FAYETTE,ST,E,6,3,4,600,36,12/06,2002,F,MA,6,12578216
200,COLVIN,ST,W,8,5,4,366,25,12/06,2004,F,MA,6,12577234
2900,ERIE,BLVD,E,8,4,4,2640,56,12/06,1999,F,PA,6,12579028
500,STATE,ST,N,6,3,4,502,60,3/08,1991,F,MA,6,12577957
2500,SALINA,ST,S,6,4,2,296,40,3/11,1998,F,PA,6,12576834
2800,SALINA,ST,S,7,3,4,352,40,3/11,1998,F,MA,6,12576855
700,WEST,ST,S,6,3,4,306,74,3/11,1996,F,Local,6,12573648
100,FRANKLIN,ST,S,6,3,3,400,45,1/12,2001,F,Local,6,12573879
200,JEFFERSON,ST,W,5,3,4,532,36,1/12,2001,F,CO,6,12573738
300,JEFFERSON,ST,E,5,3,2,516,48,2/12,2002,F,Local,6,12577686
5700,SALINA,ST,S,6,3,3,375,40,1/12,2001,F,MA,6,12564369
600,SALINA,ST,N,7,4,5,496,70,1/12,2003,F,MA,6,12580001
700,CLINTON,ST,S,8,4,5,513,36,1/12,2009,F,MA,6,12573695
800,ADAMS,ST,E,7,4,3,763,30,3/10,2002,F,MA,6,12577753
5100,SALINA,ST,S,7,3,5,280,40,2/06,2001,F,MA,6,12576527
900,ADAMS,ST,E,7,4,4,323,30,1/06,1998,F,MA,6,12577755
100,CLINTON,ST,S,10,5,5,330,50,2/04,2001,F,MA,6,12573888
1600,FAYETTE,ST,E,10,5,5,600,36,12/02,2002,F,MA,6,12578216
1800,FAYETTE,ST,E,8,4,4,720,36,1/03,1992,F,CO,6,12578708
200,KENNEDY,ST,W,5,3,4,880,30,3/04,1996,F,Local,6,13028498
800,GENESEE,ST,E,6,3,3,567,50,3/04,1985,F,PA,6,12577809
100,MIDLER,AVE,S,8,3,5,891,34,1/02,1994,F,MA,6,12581083
200,FRANKLIN,ST,S,10,5,5,300,45,11/01,2001,F,Local,6,12573745
400,TOWNSEND,ST,N,5,3,2,303,35,1/03,1990,F,Local,6,12577967
700,SALINA,ST,S,8,4,4,686,56,1/02,1997,F,Local,6,12577377
1600,FAYETTE,ST,E,6,3,3,600,36,1/01,1992,F,MA,6,12578216
2100,GENESEE,ST,E,7,3,4,306,40,12/99,1990,F,PA,6,13020990
100,MONTICELLO,DR,S,5,3,2,561,26,5/14,1995,O,Local,3,12576560
100,WEST,ST,S,6,3,3,612,74,4/15,1996,F,Local,6,13002308
1000,SALINA,ST,N,8,4,5,300,70,4/14,2003,F,MA,6,12575160
200,PLEASANT,AVE,W,5,3,2,800,27,6/15,2002,F,Local,6,12576801
2000,GENESEE,ST,E,6,3,2,441,40,6/15,2004,F,PA,6,12578702
300,CROUSE,AVE,S,7,4,4,628,36,4/14,2004,F,Local,6,12577819
300,GENESEE,ST,W,8,4,5,483,40,4/15,1992,F,PA,6,12573895
2400,ERIE,BLVD,E,7,3,4,2677,56,3/09,1999,F,PA,6,12578849
4000,SALINA,ST,S,6,3,3,354,40,3/10,2001,F,MA,6,12576741
100,FRANKLIN,ST,S,6,3,4,400,45,3/08,2001,F,Local,6,12573882
100,WARREN,ST,S,5,3,2,405,38,3/08,1988,F,Local,6,12577827
1500,FAYETTE,ST,E,6,3,4,550,36,12/06,2002,F,MA,6,12578202
1600,GENESEE,ST,W,6,3,3,870,40,3/08,2001,F,PA,6,12572839
1800,SALINA,ST,S,6,3,4,343,40,3/07,1998,F,PA,6,12577246
200,CLINTON,ST,S,6,3,4,330,50,3/08,2001,F,MA,6,12573750
300,CLINTON,ST,N,6,3,5,342,40,3/08,2001,F,MA,6,12573903
500,ERIE,BLVD,W,7,4,5,765,54,12/07,2001,F,PA,6,12573770
100,BRIGHTON,AVE,E,7,3,4,528,35,3/13,2008,F,PA,6,12576856
1800,GEDDES,ST,S,8,4,5,423,36,4/13,2008,F,MA,6,12572955
1700,ONONDAGA,ST,W,10,5,5,1156,35,10/05,2005,F,MA,6,12572411
200,NEWELL,ST,W,2,2,2,841,25,2/06,1996,F,Local,6,12576804
700,BRIGHTON,AVE,E,10,5,5,1349,85,10/05,2005,F,MA,4,12576908
100,CHELTENHAM,RD,W,8,4,4,745,24,3/04,1999,O,Local,3,12576510
1200,FAYETTE,ST,W,6,3,3,550,30,3/04,1997,F,Local,6,12573446
200,CALTHROP,AVE,W,9,5,4,733,25,3/04,1999,F,Local,6,12576737
400,MONTICELLO,DR,N,7,3,4,442,28,12/02,1995,O,Local,3,12576646
1700,GENESEE,ST,W,10,5,5,593,40,11/01,2001,F,PA,6,13010442
1400,SALINA,ST,S,7,4,4,475,40,12/01,1997,F,PA,6,12577260
1400,SALINA,ST,N,4,2,3,465,42,3/12,2003,F,MA,6,12575222
2000,ERIE,BLVD,E,10,5,5,725,56,11/13,2013,F,PA,6,12578795
400,ALVORD,ST,S,4,2,2,704,32,4/13,1987,F,Local,6,13028344
1600,STATE,ST,S,4,3,1,580,32,3/07,1987,F,Local,6,12577264
300,GLEN,AVE,E,8,4,5,375,25,3/07,1993,O,Local,3,12576636
400,MONTICELLO,DR,N,5,3,3,442,28,3/07,1995,O,Local,3,12576646
100,FAYETTE,ST,E,5,3,2,300,38,4/05,1999,F,MA,6,12577689
500,ADAMS,ST,E,8,4,5,469,64,2/05,2000,F,Local,6,12577670
900,TOWNSEND,ST,S,10,5,5,921,34,12/04,2004,F,Local,6,12577666
100,JEFFERSON,ST,E,7,3,4,357,48,2/04,2002,F,CO,6,12577676
1300,FAYETTE,ST,E,10,5,5,550,36,12/02,2002,F,MA,6,12578161
200,ADAMS,ST,W,7,4,4,587,56,2/03,2000,F,Local,6,13020291
1800,GENESEE,ST,W,7,4,5,623,40,4/15,2001,F,PA,6,12572809
200,FAYETTE,ST,W,9,5,5,500,37,4/15,1986,F,MA,6,12573746
600,ADAMS,ST,E,5,2,3,528,64,4/14,2000,F,MA,6,12577725
800,GEDDES,ST,N,8,4,5,441,30,4/14,2011,F,MA,6,12573575
100,WILLOW,ST,E,7,4,4,265,40,4/14,2003,F,Local,6,12577850
500,BEECH,ST,S,5,3,2,850,24,6/15,1994,F,Local,6,12578167
1000,GEDDES,ST,S,7,4,4,390,40,3/09,2000,F,MA,6,12573091
1300,MCBRIDE,ST,S,5,3,2,347,30,3/09,1998,F,Local,6,12577448
200,FRANKLIN,ST,S,6,4,3,300,45,1/10,2001,F,Local,6,12573745
300,ADAMS,ST,E,8,4,4,358,64,3/09,2000,F,Local,6,12577648
300,GEDDES,ST,N,6,4,2,792,46,3/09,2002,F,MA,6,12573540
400,BRIGHTON,AVE,W,10,5,5,411,30,11/08,2008,F,Local,6,12576793
4900,SALINA,ST,S,6,3,3,498,40,3/10,2001,F,MA,6,12576550
100,TOWNSEND,ST,S,6,3,3,453,60,3/08,1992,F,CO,6,12577891
200,NEWELL,ST,W,4,2,3,841,25,12/07,1996,F,Local,6,12576800
300,OSTRANDER,AVE,W,7,3,5,1045,24,12/07,2002,F,Local,6,12576724
1000,ERIE,BLVD,E,7,3,5,560,56,1/12,2004,F,PA,6,12578229
1200,FAYETTE,ST,W,6,3,3,550,30,2/12,2004,F,Local,6,12573446
1400,GENESEE,ST,E,7,4,4,481,42,2/13,2004,F,PA,6,12578152
200,TOWNSEND,ST,N,5,3,3,513,35,4/13,1990,F,Local,6,12577926
4200,SALINA,ST,S,6,3,3,322,40,1/12,2001,F,MA,6,12576640
1300,ONONDAGA,ST,W,10,4,2,628,35,10/05,2005,F,MA,6,12573046
2000,FAYETTE,ST,E,6,4,3,270,36,12/06,1992,F,CO,6,12578719
1400,MCBRIDE,ST,S,5,3,2,290,30,1/05,1998,F,Local,6,12577425
1600,GENESEE,ST,W,9,4,5,315,40,3/04,2001,F,PA,6,12572831
2500,GENESEE,ST,E,10,5,5,294,40,11/04,2004,F,PA,6,13001964
3300,SALINA,ST,S,7,3,4,348,40,3/04,2001,F,MA,6,12576773
300,BEECH,ST,S,5,3,3,575,24,2/03,1993,F,Local,6,12578160
5600,SALINA,ST,S,10,5,5,285,40,11/01,2001,F,MA,6,12564376
500,ADAMS,ST,E,10,5,5,469,64,1/01,2000,F,Local,6,12577667
400,ERIE,BLVD,W,7,4,5,399,56,4/14,2001,F,PA,6,12573834
500,ERIE,BLVD,W,7,3,4,765,56,4/14,2001,F,PA,6,12573770
2900,GENESEE,ST,E,5,3,3,1224,40,12/99,1986,F,PA,6,12578746
300,GEDDES,ST,N,8,4,4,792,46,3/00,1995,F,MA,6,12573540
3500,GENESEE,ST,E,6,3,3,687,40,12/99,1986,F,PA,6,12578917
100,WEST,ST,S,6,3,3,612,74,4/15,1996,F,Local,6,13002310
1100,TOWNSEND,ST,N,4,3,2,539,30,4/14,1999,F,Local,6,12575175
1500,STATE,ST,S,9,5,5,581,32,9/14,2012,F,Local,6,12577266
300,KIRKPATRICK,ST,W,7,3,4,1350,28,4/15,2012,F,Local,4,13020310
300,WILLOW,ST,W,8,4,5,358,40,4/14,2001,F,Local,6,12573898
700,BEECH,ST,S,6,3,3,910,24,6/15,1994,F,Local,6,12577641
1300,SALINA,ST,N,5,3,3,465,42,12/09,2003,F,MA,6,12575223
300,COLVIN,ST,W,8,5,4,498,25,3/09,2004,F,MA,6,12576826
600,NEWELL,ST,W,7,4,3,733,24,3/09,1998,F,Local,6,12572080
700,BEECH,ST,S,7,4,3,910,24,12/08,1994,F,Local,6,12578174
900,COLVIN,ST,E,6,3,5,343,36,3/09,1987,F,MA,6,13020840
1200,ERIE,BLVD,E,8,4,5,627,56,12/07,2004,F,PA,6,12578255
1700,SALINA,ST,N,5,3,3,341,45,2/08,2003,F,MA,6,12575234
1800,GENESEE,ST,E,6,3,3,435,42,12/99,1988,F,PA,6,12578211
200,TOWNSEND,ST,S,7,4,3,3065,60,3/00,1992,F,CO,6,12577884
200,MILFORD,DR,W,7,3,5,520,29,4/15,2005,O,Local,3,13012244
4200,SALINA,ST,S,5,2,4,322,40,5/14,2001,F,MA,6,13002116
700,BRIGHTON,AVE,E,7,4,4,1349,85,5/14,2005,F,MA,4,12576905
800,STATE,ST,N,3,2,1,512,35,4/14,1993,F,MA,6,12575110
200,NEWELL,ST,W,5,3,3,841,25,3/10,1996,F,Local,6,12576804
600,BRIGHTON,AVE,E,8,4,5,637,35,3/10,2005,F,PA,4,12576909
800,WEST,ST,S,6,3,4,354,74,3/09,1996,F,Local,6,13009783
1600,GENESEE,ST,W,6,3,3,315,40,3/08,2001,F,PA,6,12572839
600,BRIGHTON,AVE,W,5,3,3,666,28,12/07,2003,F,Local,6,12572076
200,SALINA,ST,N,6,3,2,315,60,2/11,1989,F,MA,6,12577851
100,WARREN,ST,S,4,2,2,405,38,1/12,1988,F,Local,6,12577826
700,GEDDES,ST,N,10,5,5,126,30,11/11,2011,F,MA,6,12573570
700,RAYNOR,AVE,E,6,3,4,344,36,2/12,1992,F,Local,6,12577433
800,GEDDES,ST,N,10,5,5,441,30,11/11,2011,F,MA,6,12573576
1300,COLVIN,ST,W,8,4,4,303,34,4/13,2009,F,Local,6,12572118
1900,SALINA,ST,S,5,3,2,333,40,3/13,1998,F,PA,6,12577244
2000,FAYETTE,ST,E,5,3,3,270,36,3/13,1992,F,CO,6,12578719
4600,SALINA,ST,S,7,3,5,370,40,3/13,1989,F,MA,6,12576608
200,COLVIN,ST,E,7,4,4,456,36,1/06,1987,F,MA,6,12577278
600,MIDLER,AVE,S,7,4,4,1650,40,3/06,1987,F,Local,6,13011157
800,STATE,ST,N,6,3,3,512,35,2/06,1993,F,MA,6,12575110
1800,GENESEE,ST,E,8,4,5,435,42,12/05,2004,F,PA,6,12578211
400,COLVIN,ST,W,10,5,5,418,25,11/04,2004,F,MA,6,12576824
100,AVERY,AVE,S,7,4,5,455,36,3/03,1996,F,CO,6,12572698
100,SALINA,ST,S,6,4,3,456,56,2/03,1988,F,Local,6,12573891
700,WATER,ST,E,8,4,5,597,34,3/04,2002,F,Local,6,12578014
100,BORDEN,AVE,W,5,3,3,585,27,10/01,1996,F,Local,6,12577243
500,GEDDES,ST,S,8,4,3,306,56,1/02,2002,F,MA,6,12573433
500,OSTRANDER,AVE,W,10,5,5,222,24,11/02,2002,F,Local,6,12571991
300,GLEN,AVE,E,6,3,4,375,25,1/01,1993,O,Local,3,12576637
700,BEECH,ST,S,8,4,4,910,24,1/01,1994,F,Local,6,12577641
700,BEECH,ST,S,8,4,4,910,24,1/01,1994,F,Local,6,12578174
100,ADAMS,ST,W,8,3,5,352,64,4/14,2000,F,Local,6,12573680
1300,FAYETTE,ST,E,5,3,2,550,36,5/15,2002,F,MA,6,12578161
500,SALINA,ST,S,6,4,3,665,56,4/14,1997,F,Local,6,12577649
600,MIDLER,AVE,S,6,3,3,1650,40,4/14,1987,F,Local,6,12578853
100,ADAMS,ST,W,6,3,4,352,64,3/09,2000,F,Local,6,12573680
300,CLINTON,ST,S,4,3,1,260,50,1/10,2001,F,MA,6,12573749
300,WILLOW,ST,E,6,3,3,200,40,3/09,1990,F,Local,6,12577870
400,SALINA,ST,S,6,4,2,903,56,7/06,1988,F,Local,6,12573737
1400,FAYETTE,ST,W,6,3,3,600,30,3/08,2004,F,Local,6,13010438
200,KENNEDY,ST,W,5,3,3,880,30,3/08,1996,F,Local,6,13028500
800,BRIGHTON,AVE,E,8,4,5,1060,82,12/07,2005,F,MA,4,13028153
2200,FAYETTE,ST,E,2,1,1,300,36,3/11,1989,F,CO,6,13028257
300,GLEN,AVE,E,8,3,5,375,25,3/11,1993,O,Local,3,12576636
600,NEWELL,ST,W,7,4,2,733,24,3/11,1998,F,Local,6,12571974
200,MCBRIDE,ST,N,6,3,4,405,30,1/12,2004,F,Local,6,12577934
100,LYNHURST,AVE,W,7,3,4,821,27,3/13,1991,O,Local,3,12576768
1600,GENESEE,ST,E,6,3,3,556,42,3/13,2004,F,PA,6,12578194
3400,SALINA,ST,S,7,3,5,428,40,2/06,2001,F,MA,6,12576770
900,GEDDES,ST,S,8,4,4,325,40,3/06,2000,F,MA,6,12573092
100,CORNING,AVE,W,7,4,4,969,28,3/05,2000,O,Local,3,12576806
100,SALINA,ST,N,6,3,3,366,60,1/05,1989,F,MA,6,12573893
1500,GEDDES,ST,S,10,5,5,400,36,11/04,2004,F,MA,6,13013133
2100,ERIE,BLVD,E,8,4,4,1164,56,3/05,1999,F,PA,6,12578827
400,ALVORD,ST,S,5,3,3,704,32,2/04,1987,F,Local,6,13028344
1800,FAYETTE,ST,E,8,4,4,720,36,1/01,1992,F,CO,6,13028258
200,GEDDES,ST,S,7,3,4,525,56,1/02,1997,F,MA,6,12573456
500,GENESEE,ST,W,9,5,5,465,48,1/01,1999,F,PA,6,12573909
100,SALINA,ST,S,6,3,3,456,56,5/13,1988,F,Local,6,12573891
700,ADAMS,ST,E,4,3,2,411,30,2/12,2002,F,MA,6,13008622
700,STATE,ST,S,4,3,2,468,45,2/12,1983,F,PA,6,12577672
800,BRIGHTON,AVE,E,7,4,3,1060,82,1/12,2005,F,MA,4,13002017
400,LOWELL,AVE,N,6,3,3,415,36,3/07,2002,F,Local,6,12573483
1300,GEDDES,ST,S,10,5,5,428,36,11/04,2004,F,MA,6,13013128
1600,GENESEE,ST,E,8,4,5,556,42,12/05,2004,F,PA,6,12578194
1600,STATE,ST,S,5,3,2,580,32,2/05,1987,F,Local,6,12577264
2500,SALINA,ST,S,6,3,2,296,40,3/05,1998,F,PA,6,12576873
2800,ERIE,BLVD,E,8,4,5,951,56,3/05,1999,F,PA,6,13011164
700,BEECH,ST,S,8,4,4,910,24,3/05,1994,F,Local,6,12577641
900,BELDEN,AVE,W,10,5,5,470,34,11/04,2004,F,Local,6,12573789
2200,GEDDES,ST,S,7,4,4,686,36,2/03,1996,F,MA,6,13013093
900,ERIE,BLVD,W,8,4,5,354,56,11/03,2003,F,PA,6,12573451
1500,GEDDES,ST,S,7,3,4,400,36,1/03,1994,F,MA,6,13013133
3400,GENESEE,ST,E,6,3,3,687,40,1/02,1986,F,PA,6,12578910
100,LYNHURST,AVE,W,7,4,4,821,27,1/01,1991,O,Local,3,12576768
300,GENESEE,ST,W,6,4,3,483,40,1/01,1992,F,PA,6,12573895
3000,GENESEE,ST,E,6,3,4,1140,40,5/14,2003,F,PA,6,12578861
