StreetNumber,StreetName,StreetNamePostType,Directional,strLocation,dtTime,streetID,VehicleName,Latitude,Longitude
100,GEDDES ,ST,N ,100 GEDDES ST N & ERIE BLVD W                     ,9/26/2016 6:39,13002381,DP2,-76.1695467485,43.0481231045
2109,ERIE ,BLVD,E ,2109-21 ERIE BLVD E,4/13/2016 9:44,12578796,DP2,-76.1129162344,43.0520621084
529,LEMOYNE ,AVE, ,529 LEMOYNE AVE,4/13/2016 13:34,12575264,DP2,-76.1614034486,43.0722526087
512,CORTLAND ,AVE, ,512-14 CORTLAND AVE,4/14/2016 13:20,12573214,DP2,-76.1563987455,43.0297079067
1423,GENESEE ,ST,W ,1423 GENESEE ST W & PARK AVE,4/15/2016 11:09,12573505,DP2,-76.1793154511,43.0523876046
184,MERRITT ,AVE, ,184 MERRITT AVE,4/16/2016 10:18,12571711,DP2,-76.1563359443,42.9989918993
2340,BELLEVUE ,AVE, ,2340 BELLEVUE AVE,4/18/2016 10:52,12572324,DP1,-76.1916031556,43.0296997049
119,CHAFFEE ,AVE,E ,119 CHAFFEE AVE E,4/18/2016 12:56,12576514,DP2,-76.1507386406,42.9978488979
2247,VALLEY ,DR, ,2247 VALLEY DR & CRAFTON AVE,4/19/2016 9:31,12564371,DP2,-76.1518727367,42.991955696
289,RIDER ,AVE, ,289 RIDER AVE & HANCOCK DR,4/19/2016 10:25,12572901,DP1,-76.1794824479,43.0270002059
243,ACADEMY ,PL, ,243 ACADEMY PL,4/19/2016 10:42,12576495,DP2,-76.1513597358,42.9943056962
204,BRADLEY ,ST, ,204 BRADLEY ST,4/20/2016 13:08,12573071,DP1,-76.1723347509,43.0350849059
202,ALANSON ,RD, ,202 ALANSON RD TO STINARD AVE,4/21/2016 9:50,12571872,DP1,-76.1727607499,43.0227056025
149,SEYMOUR ,ST, ,149 SEYMOUR ST REAR TO WEST A,4/22/2016 11:00,13002343,DP1,-76.156806949,43.0419789071
701,GENESEE ,ST,E ,701-05 GENESEE ST E & ALMOND ST,4/23/2016 13:02,12577787,DP2,-76.1420374419,43.0477616109
121,EDNA ,RD, ,121 EDNA RD,4/28/2016 10:47,12564393,DP2,-76.1409511362,42.9851535972
151,CONIFER ,DR, ,151 CONIFER DR & COLDBROOK DR,5/3/2016 11:15,12564411,DP2,-76.1403107362,42.9906261946
221,SEARLWYN ,RD, ,221 SEARLWYN RD & LATTER DR,5/4/2016 10:17,12564420,DP2,-76.1386754341,42.9918738971
201,BRAMPTON ,RD, ,201 BRAMPTON RD & COLDBROOK D,5/4/2016 10:37,12576534,DP2,-76.139793136,42.9924988952
4340,SALINA ,ST,S ,4340-44 SALINA ST S & GLEN AVE W,5/5/2016 8:51,12576630,DP2,-76.1432554407,43.0058788981
776,BRIGHTON ,AVE, E,776 E BRIGHTON AVE SYRACUSE 13205,5/5/2016 10:29,13002017,DP2,-76.1319214327,43.0068804024
181,HARDING ,PL, ,181 HARDING PL,5/6/2016 9:33,12576524,DP2,-76.1403657401,42.9935716979
253,GREENWOOD ,PL, ,253 GREENWOOD PL & JUDSON ST,5/6/2016 13:42,12577633,DP2,-76.1221159351,43.0407684048
141,RONEY ,RD, ,141 RONEY RD,5/17/2016 10:25,12576610,DP1,-76.1410899349,43.0025599004
120,CRIPPEN ,AVE, ,120 CRIPPEN AVE & CRIPPEN PL,5/18/2016 10:49,12576611,DP1,-76.1439959399,43.0038046999
306,FERNDALE ,DR, ,306 FERNDALE DR,5/18/2016 13:58,12576581,DP1,-76.145898437,43.0034713977
310,FERNDALE ,DR, ,310 FERNDALE DR,5/18/2016 14:04,12576581,DP1,-76.1458307399,43.0032471017
524,ERIE ,BLVD,W ,524-36 ERIE BLVD W TO TRACY ST,5/19/2016 9:24,12573773,DP1,-76.1618344513,43.0502846101
178,ANDERSON ,AVE, ,178 ANDERSON AVE,5/19/2016 15:20,12576600,DP2,-76.145882941,43.0079095986
207,CORAL ,AVE, ,207 CORAL AVE,5/20/2016 9:53,12576686,DP1,-76.1501989417,43.0089734021
726,NEWELL ,ST,W ,726 NEWELL ST W,5/24/2016 11:29,12571967,DP1,-76.1588401419,43.016304602
118,VALLEY VIEW,DR, ,118 VALLEY VIEW DR,5/26/2016 9:01,12571923,DP1,-76.1573956419,43.0098766984
600,SENECA ,TNPK,W ,600 SENECA TNPK W & AMES AVE,5/31/2016 9:38,12571732,DP1,-76.1578596397,43.0032388964
444,SENECA ,TNPK,W ,444-46 SENECA TNPK W & SMITH RD,5/31/2016 10:32,12571746,DP1,-76.1552589451,43.0024616981
125,ALEXANDER ,AVE, ,125-27 ALEXANDER AVE,6/1/2016 10:45,12577333,DP1,-76.1509592399,43.0331011078
517,KIRKPATRICK ,ST, ,517 KIRKPATRICK ST & CARBON S,6/2/2016 9:01,12575294,DP1,-76.1541247502,43.0681901081
324,ESSEX ,ST, ,324 ESSEX ST,6/4/2016 11:47,13006472,DP1,-76.1987152614,43.0544806087
499,WARREN ,ST,S ,499 WARREN ST S TO ONONDAGA S,6/7/2016 11:51,12577678,DP1,-76.1508871411,43.0458194046
304,WINKWORTH ,PKWY, ,304 WINKWORTH PKWY,6/15/2016 11:15,12572273,DP2,-76.1949849533,43.0252091032
103,DODGE ,DR, ,103 DODGE DR,6/24/2016 11:39,12577029,DP2,-76.1200637338,43.0239214064
106,SALISBURY ,RD, ,106 SALISBURY RD SYRACUSE 13219,6/25/2016 8:59,12572689,DP2,-76.1902609557,43.042538202
205,SCHUYLER ,ST, ,205 SCHUYLER ST,7/5/2016 15:23,12573478,DP2,-76.1823482534,43.0505809039
525,GLENWOOD ,AVE, ,525 GLENWOOD AVE & WELLESLEY                      ,8/8/2016 11:04,12571859,DP2,-76.1690754474,43.0194662026
219,CRIPPEN ,AVE, ,219 CRIPPEN AVE                                   ,8/18/2016 10:59,12576585,DP2,-76.1448824424,43.0035546988
884,HIAWATHA ,BLVD,W ,884 HIAWATHA BLVD W & STATE F                     ,8/24/2016 10:55,12574976,DP2,-76.1811429568,43.0590479098
424,CAYUGA ,ST, ,424 CAYUGA ST & MYRTLE AVE                        ,8/25/2016 7:31,12572685,DP2,-76.194642255,43.048725204
213,HERBERT ,ST, ,213 HERBERT ST & GILBERT AVE                      ,9/1/2016 7:49,12580161,DP2,-76.1488101463,43.0682376145
808,WADSWORTH ,ST, ,808-10 WADSWORTH ST                               ,9/20/2016 10:31,12580660,DP2,-76.139633146,43.0779709111
1203,MADISON ,ST, ,1203 MADISON ST,4/14/2016 8:45,12578150,DP2,-76.1286901387,43.0453704056
225,COLVIN ,ST,E ,225 COLVIN ST E,4/14/2016 10:46,12577278,DP2,-76.1423796372,43.0260246019
272,CHAFFEE ,AVE, ,272 CHAFFEE AVE & HOPPER RD,4/16/2016 12:48,12571704,DP2,-76.1597217395,42.9979585986
159,HOPPER ,RD, ,159 HOPPER RD,4/18/2016 9:50,12571720,DP2,-76.1592022438,43.0009236963
171,HOPPER ,RD, ,171 HOPPER RD,4/18/2016 10:00,12571720,DP2,-76.1593559455,43.0003189006
1821,VALLEY ,DR, ,1821 VALLEY DR & CHAFFEE AVE E,4/18/2016 10:51,12571710,DP2,-76.1525139362,42.9978570974
401,HOEFLER ,ST, ,401 HOEFLER ST & W ONONDAGA,4/19/2016 11:11,12572998,DP1,-76.1794052557,43.033337705
102,NORMANOR ,DR, ,102 NORMANOR DR & CHAFFEE AVE,4/19/2016 13:43,12576513,DP2,-76.1504287398,42.9973433995
110,NORMANOR ,DR, ,110 NORMANOR DR,4/19/2016 13:45,12576513,DP2,-76.1504759372,42.9971717016
118,NORMANOR ,DR, ,118 NORMANOR DR,4/19/2016 13:54,12576513,DP2,-76.1506359362,42.9967896979
139,SEYMOUR ,ST, ,139-43 SEYMOUR ST TO S WEST ARTE,4/22/2016 10:27,13002343,DP1,-76.1565169458,43.0422784055
120,SEYMOUR ,ST, ,120-22 SEYMOUR ST,4/22/2016 10:45,13009794,DP1,-76.1555304429,43.0425894049
120,SEYMOUR ,ST, ,120-22 SEYMOUR ST,4/22/2016 10:45,13009794,DP1,-76.1555356442,43.0425949066
4883,SALINA ,ST,S ,4883 SALINA ST S,4/25/2016 13:48,13028596,DP2,-76.143097436,42.9982103964
**********,NOTTINGHAM ,RD, ,********** NOTTINGHAM RD,4/27/2016 10:28,12577142,DP2,-76.1108969294,43.0215554043
121,EDNA ,RD, ,121 EDNA RD,4/28/2016 10:44,12564393,DP2,-76.1409666322,42.9851503969
121,EDNA ,RD, ,121 EDNA RD,4/28/2016 10:47,12564393,DP2,-76.1409497349,42.9851703938
125,EDNA ,RD, ,125 EDNA RD,4/29/2016 13:38,12564393,DP2,-76.1405296377,42.985133896
125,EDNA ,RD, ,125 EDNA RD,4/29/2016 13:40,12564393,DP2,-76.1404934356,42.9851318983
218,STRATHMORE ,DR, ,218 STRATHMORE DR & STINARD A,4/30/2016 11:05,12571883,DP2,-76.1724916506,43.0211277038
201,CONIFER ,DR, ,201 CONIFER DR TO COLDBROOK D,5/3/2016 11:08,12564418,DP2,-76.1396832361,42.9906360969
201,CONIFER ,DR, ,201 CONIFER DR TO COLDBROOK D,5/3/2016 11:10,12564418,DP2,-76.1399369383,42.9906301962
759,BRIGHTON ,AVE, E,759 E BRIGHTON AVE SYRACUSE 13210,5/5/2016 10:47,13002032,DP2,-76.131888734,43.0074132023
205,LATTER ,DR, ,205 LATTER DR TO CHELTENHAM R,5/6/2016 9:59,12576538,DP2,-76.1387329353,42.9943970979
617,NEWELL ,ST,W ,617 NEWELL ST W & BALDWIN AVE,5/7/2016 8:43,12571994,DP2,-76.1552734439,43.0165289029
111,SUNNYSIDE PK,RD, ,111 SUNNYSIDE PK RD,5/12/2016 8:47,12578914,DP1,-76.0931644282,43.0436361093
101,LORRAINE ,AVE, ,101 LORRAINE AVE & COLVIN ST,5/12/2016 10:10,12577496,DP1,-76.1322156399,43.0248644048
229,ORLANDO ,AVE, ,229 ORLANDO AVE & MONTICELLO,5/12/2016 13:17,12576626,DP2,-76.1387371394,43.0023591991
313,FERNDALE ,DR, ,313 FERNDALE DR,5/18/2016 14:08,12576581,DP1,-76.1457889413,43.0031637017
101,WILKINSON ,ST, ,101 WILKINSON ST & TRACY ST &,5/19/2016 9:21,12573773,DP1,-76.1614547514,43.0503774056
495,PLUM ,ST, ,495 PLUM ST,5/19/2016 13:42,12573828,DP1,-76.1608154474,43.055433607
212,ATLANTIC ,AVE, ,212 ATLANTIC AVE,5/23/2016 9:47,12576699,DP1,-76.1521371378,43.0107107012
1000,COLVIN ,ST,W ,1000 COLVIN ST W & HUNT AVE,5/23/2016 14:01,12572141,DP1,-76.1555976459,43.0233161016
400,HUNT ,AVE, ,400 HUNT AVE & MARGUERITE AVE,5/23/2016 14:51,12572098,DP1,-76.1556091443,43.0195936043
212,MARGUERITE ,AVE, ,212 MARGUERITE AVE,5/24/2016 9:21,12572077,DP1,-76.1564986472,43.0200531033
1220,VALLEY ,DR, ,1220 VALLEY DR & ENGLEWOOD AVE,5/31/2016 10:23,12571773,DP1,-76.1544989434,43.0050971018
158,CORNING ,AVE,W ,158 CORNING AVE W,6/3/2016 13:26,12576806,DP1,-76.144489142,43.0185882024
499,WARREN ,ST,S ,499 WARREN ST S TO ONONDAGA S,6/7/2016 11:53,12577678,DP1,-76.1508266395,43.0458019089
449,LILLIAN ,AVE, ,449-51 LILLIAN AVE TO FOBES AVE,6/7/2016 15:16,12581407,DP1,-76.1110472355,43.0744297145
644,CUMBERLAND ,AVE, ,644-48 CUMBERLAND AVE,6/23/2016 13:32,12578494,DP2,-76.112542131,43.0333711077
104,BERWYN ,AVE, ,104 BERWYN AVE,6/24/2016 9:00,12577307,DP2,-76.1391716365,43.0254159029
400,AVERY ,AVE, ,400 AVERY AVE,6/25/2016 8:38,12572689,DP2,-76.1912426527,43.0424776042
101,GIRARD ,AVE, ,101 GIRARD AVE & ATLANTIC AVE                     ,8/6/2016 5:48,12571949,DP2,-76.1525821452,43.0105310991
1632,VALLEY ,DR, ,1632-34 VALLEY DR                                 ,8/11/2016 7:46,12571744,DP2,-76.1531927391,43.0009975995
202,WELLESLEY ,RD, ,202 WELLESLEY RD                                  ,8/23/2016 7:33,12571862,DP2,-76.1692237503,43.0208316027
510,STATE FAIR,BLVD, ,510 STATE FAIR BLVD REAR                          ,8/24/2016 10:18,12574976,DP2,-76.181815256,43.0593604059
2001,GENESEE ,ST,W ,2001 GENESEE ST W & MYRTLE AVE                    ,8/25/2016 7:13,12572685,DP2,-76.1950246588,43.0491986053
406,JAMESVILLE ,AVE, ,406 JAMESVILLE AVE                                ,8/29/2016 6:33,13028620,DP2,-76.1342539353,43.0215247009
1424,STATE ,ST,N ,1424 STATE ST N                                   ,9/2/2016 6:03,12575161,DP2,-76.1582761436,43.0649454108
735,ERIE ,BLVD,W ,735 ERIE BLVD W                                   ,9/26/2016 6:40,13002381,DP2,-76.1693192502,43.0480024055
2109,ERIE ,BLVD,E ,2109-21 ERIE BLVD E,4/13/2016 10:01,12578828,DP2,-76.1121322297,43.0523579078
1205,MADISON ,ST, ,1205 MADISON ST,4/14/2016 8:34,12578150,DP2,-76.1284721356,43.0453034096
1604,GRANT ,BLVD, ,1604-08 GRANT BLVD & WOODRUFF AVE,4/15/2016 13:04,12580306,DP1,-76.1383889434,43.0723281126
272,CHAFFEE ,AVE, ,272 CHAFFEE AVE & HOPPER RD,4/16/2016 12:29,12571702,DP2,-76.1596741468,42.9974481998
138,HOPPER ,RD, ,138 HOPPER RD,4/18/2016 9:31,12571720,DP2,-76.1590364417,43.0018070998
424,GRANT ,AVE, ,424 GRANT AVE,4/19/2016 9:41,12572932,DP1,-76.1779896546,43.0317652014
133,HUBBELL ,AVE, ,133 HUBBELL AVE,4/20/2016 10:42,12572989,DP1,-76.1706257509,43.0320762015
115,PARKWAY ,DR, ,115 PARKWAY DR & TEMPLE PL,4/21/2016 10:54,12572060,DP1,-76.1598586428,43.0244014022
300,HOVEY ,ST, ,300-02 HOVEY ST & CHESTER ST,4/22/2016 9:29,12573222,DP1,-76.1578481413,43.0312099058
149,SEYMOUR ,ST, ,149 SEYMOUR ST REAR TO WEST A,4/22/2016 11:06,13002343,DP1,-76.1566047472,43.0420789042
5825,SALINA ,ST,S ,5825 SALINA ST S & PARRISH LAN,4/25/2016 10:55,12564395,DP2,-76.1433104356,42.9860715955
109,EDNA ,RD, ,109 EDNA RD,4/28/2016 11:01,12564393,DP2,-76.1414886342,42.9851408946
153,MAPLEWOOD ,AVE, ,153 MAPLEWOOD AVE,5/3/2016 9:30,12564408,DP2,-76.1419051381,42.9882258964
115,SEARLWYN ,RD, ,115 SEARLWYN RD,5/4/2016 9:17,12564412,DP2,-76.1432891365,42.991497899
209,HARDING ,PL, ,209 HARDING PL,5/6/2016 9:41,12576537,DP2,-76.1393971316,42.9935970997
617,NEWELL ,ST,W ,617 NEWELL ST W & BALDWIN AVE,5/7/2016 8:40,12571994,DP2,-76.1552217459,43.0164535996
169,BISSELL ,ST,E ,169 BISSELL ST E,5/9/2016 9:48,12573177,DP2,-76.1570542462,43.0246617012
137,MONTICELLO ,DR,N ,137 MONTICELLO DR N,5/12/2016 12:49,12576622,DP2,-76.1386657323,43.0013636981
132,GLEN ,AVE,E ,132 GLEN AVE E & RANDOLPH ST,5/16/2016 12:59,12576632,DP2,-76.1418604379,43.0052488988
346,RANDOLPH ,ST, ,346 RANDOLPH ST,5/17/2016 8:59,12576618,DP1,-76.1415419402,43.0031367009
4612,SALINA ,ST,S ,4612-24 SALINA ST S & SEELEY AVE,5/18/2016 9:27,12576578,DP1,-76.1430454415,43.0020814025
160,GLEN ,AVE,W ,160 GLEN AVE W,5/18/2016 14:37,12576629,DP1,-76.1455142365,43.0054790999
112,WILKINSON ,ST, ,112-16 WILKINSON ST & BARKER PL,5/19/2016 9:29,12573772,DP1,-76.162037246,43.0511789093
722,BALLANTYNE ,RD, ,722 BALLANTYNE RD & GIRARD AV,5/20/2016 11:30,12571949,DP1,-76.1524376422,43.0103094038
106,BARNES ,AVE, ,106 BARNES AVE,5/24/2016 13:39,12571902,DP1,-76.1605686442,43.0123516038
140,BRADFORD ,ST, ,140-48 BRADFORD ST & MAINS AVE,5/26/2016 11:49,12571775,DP1,-76.1563586447,43.0053716987
149,MAXWELL ,AVE, ,149 MAXWELL AVE & MAINS AVE,5/26/2016 13:59,12571760,DP1,-76.1569124381,43.0058966022
1001,BUTTERNUT ,ST, ,1001-09 BUTTERNUT ST & CARBON ST,6/2/2016 9:26,12580109,DP1,-76.1436667433,43.0641867137
130,LAKEVIEW ,AVE, ,130 LAKEVIEW AVE,6/7/2016 10:02,12573522,DP1,-76.1752139502,43.0494069062
100,GEDDES ,ST,N ,100 GEDDES ST N & ERIE BLVD W,6/7/2016 10:14,13002381,DP1,-76.1704234503,43.0481891061
114,MALCOLM ,ST, ,114 MALCOLM ST,6/7/2016 13:46,12573244,DP1,-76.1666381474,43.0336817057
432,ELLIOTT ,ST, ,432 ELLIOTT ST & ARTHUR ST,6/15/2016 10:20,12573005,DP2,-76.1771982478,43.034878907
175,SEELEY ,AVE, ,175 SEELEY AVE,6/21/2016 13:59,12576577,DP2,-76.1461822417,43.0014448997
812,SPRING ,ST, ,812 SPRING ST,6/21/2016 15:27,12580155,DP2,-76.1519572412,43.0690412145
331,MEADOWBROOK ,DR, ,331 MEADOWBROOK DR,6/23/2016 8:47,13002085,DP2,-76.1182019305,43.0264576073
320,KENSINGTON ,PL, ,320 KENSINGTON PL,6/23/2016 9:21,12577528,DP2,-76.1195702353,43.0269894032
652,CUMBERLAND ,AVE, ,652 CUMBERLAND AVE,6/23/2016 13:19,12578494,DP2,-76.1125349265,43.0331956036
809,WALNUT ,AVE, ,809 WALNUT AVE & MARSHALL ST,7/8/2016 11:45,12578105,DP2,-76.1322612384,43.041608409
1947,VALLEY ,DR, ,1947 VALLEY DR & COSSIT ST                        ,8/12/2016 6:34,12571709,DP2,-76.1528042447,42.9962808991
114,RILL ,AVE, ,114 RILL AVE                                      ,8/19/2016 6:09,12576707,DP2,-76.1482882431,43.0119599007
118,CONAN ,ST, ,118 CONAN ST                                      ,8/19/2016 6:36,12576703,DP2,-76.1498072403,43.0111635994
234,LAFAYETTE ,RD, ,234 LAFAYETTE RD                                  ,8/24/2016 6:11,12576656,DP2,-76.1310874368,42.9967978975
128,LAFAYETTE ,RD, ,128 LAFAYETTE RD                                  ,8/24/2016 7:46,12576658,DP2,-76.130514132,43.0002000983
425,CAYUGA ,ST, ,425 CAYUGA ST & MYRTLE AVE                        ,8/25/2016 7:47,12572684,DP2,-76.1943826598,43.0483311071
1121,ONONDAGA CREEK,BLVD, ,1121 ONONDAGA CREEK BLVD SYRACUSE 13207           ,8/26/2016 7:18,12573178,DP2,-76.1576471432,43.0263294055
1310,BELLEVUE ,AVE, ,1310-12 BELLEVUE AVE                              ,9/2/2016 9:26,12572935,DP2,-76.1776419526,43.0328467017
300,CARBON ,ST, ,300 CARBON ST & JOHN ST                           ,9/15/2016 7:11,12580170,DP2,-76.1465296472,43.0653626138
241,WOODRUFF ,AVE, ,241-43 WOODRUFF AVE                               ,9/20/2016 11:04,12580295,DP2,-76.1377704443,43.0703429135
1066,GENESEE ,ST,W ,1066 GENESEE ST W,4/14/2016 13:36,12573559,DP1,-76.1731972503,43.0537539067
551,CORTLAND ,AVE, ,551 CORTLAND AVE & SOUTH AVE,4/15/2016 9:19,12573189,DP1,-76.1578406404,43.0285137041
230,RIVERDALE ,DR, ,230 RIVERDALE DR & MARIS DR,4/16/2016 8:47,12571737,DP2,-76.156562742,42.9998524017
120,SHARON ,DR, ,120 SHARON DR & WINKWORTH PKW,4/18/2016 9:34,12572269,DP1,-76.1984156553,43.0254312044
149,HOPPER ,RD, ,149 HOPPER RD,4/18/2016 9:40,12571720,DP2,-76.1591471411,43.0013012003
420,GRANT ,AVE, ,420 GRANT AVE,4/19/2016 9:42,12572932,DP1,-76.1779424481,43.0318006012
510,ARTHUR ,ST, ,510 ARTHUR ST & GRANT AVE,4/19/2016 9:46,12572932,DP1,-76.1773886547,43.0318077061
142,NORMANOR ,DR, ,142 NORMANOR DR,4/20/2016 9:51,12576513,DP2,-76.1508384434,42.9957391985
200,FAIRDALE ,AVE, ,200 FAIRDALE AVE,4/20/2016 10:05,12572892,DP1,-76.1841212493,43.0274554006
109,STACY ,PL, ,109 STACY PL,4/20/2016 10:14,12576497,DP2,-76.1507877425,42.9950403953
117,ACADEMY ,ST, ,117 ACADEMY ST & MCDOUGALL PL,4/20/2016 10:37,12571714,DP2,-76.1521112394,42.9998770978
149,HUBBELL ,AVE, ,149 HUBBELL AVE,4/20/2016 10:38,12572989,DP1,-76.1705721485,43.0317816044
134,SPAULDING ,AVE, ,134 SPAULDING AVE,4/22/2016 10:51,12564368,DP2,-76.1451457386,42.987067594
164,SEYMOUR ,ST, ,164 SEYMOUR ST,4/23/2016 10:14,12573649,DP1,-76.1568724451,43.0425631042
5825,SALINA ,ST,S ,5825 SALINA ST S & PARRISH LAN,4/25/2016 11:00,12564395,DP2,-76.1434764352,42.9860870973
951,SOUTH ,AVE, ,951 SOUTH AVE,4/30/2016 11:46,13002135,DP2,-76.1592971418,43.0267462014
102,HUGHES ,PL,N ,102-04 HUGHES PL N & COLVIN ST E,4/30/2016 13:44,12577495,DP2,-76.1331529331,43.025607105
107,CONIFER ,DR, ,107 CONIFER DR,5/4/2016 8:50,12564411,DP2,-76.1433317346,42.9905615964
201,BRAMPTON ,RD, ,201 BRAMPTON RD & COLDBROOK D,5/4/2016 10:36,12576534,DP2,-76.1398366324,42.9924695966
1112,BELLEVUE ,AVE, ,1112-14 BELLEVUE AVE,5/4/2016 13:10,12573047,DP2,-76.1733532517,43.0329634053
362,HUDSON ,ST, ,362-64 HUDSON ST,5/9/2016 8:57,12573162,DP2,-76.1603306446,43.0300067032
362,HUDSON ,ST, ,362-64 HUDSON ST,5/9/2016 9:00,12573162,DP2,-76.1604467428,43.0299716045
124,CHESTER ,ST, ,124 CHESTER ST,5/9/2016 9:21,12573226,DP2,-76.1575692413,43.0322579075
306,SENECA ,TNPK,E ,306 SENECA TNPK E TO ARSENAL,5/10/2016 10:45,12576562,DP2,-76.1381974316,42.9998307013
100,BOISE ,DR, ,100 BOISE DR & LORRAINE AVE,5/12/2016 10:19,12576974,DP1,-76.1321526321,43.0239037009
4210,SALINA ,ST,S ,4210-24 SALINA ST S & FLORENCE AV,5/16/2016 11:22,12576599,DP2,-76.1431542365,43.007170698
101,WILKINSON ,ST, ,101 WILKINSON ST & TRACY ST &,5/19/2016 9:22,12573773,DP1,-76.1615719456,43.0503229073
389,SPENCER ,ST, ,389 SPENCER ST TO LEAVENWORTH,5/19/2016 10:16,12575051,DP1,-76.1642429514,43.0573174068
389,SPENCER ,ST, ,389 SPENCER ST TO LEAVENWORTH,5/19/2016 10:16,12575051,DP1,-76.1642149509,43.0573312103
126,EVANS ,ST, ,126 EVANS ST,5/19/2016 13:37,12573828,DP1,-76.1614806498,43.0555246093
1106,BALLANTYNE ,RD, ,1106 BALLANTYNE RD,5/23/2016 10:51,12571939,DP1,-76.1557706435,43.0095202017
130,ST LOUIS,AVE, ,130 ST LOUIS AVE,5/26/2016 9:33,12571924,DP1,-76.1582431395,43.0089072007
226,MILBURN ,DR, ,226 MILBURN DR,6/1/2016 9:01,12576573,DP1,-76.1509579373,43.0032806982
144,CORNING ,AVE,W ,144 CORNING AVE W,6/3/2016 11:36,12576806,DP1,-76.1439417356,43.0186193998
150,CORNING ,AVE,W ,150 CORNING AVE W,6/3/2016 13:19,12576806,DP1,-76.1442051396,43.0186193998
101,DRISCOLL ,AVE, ,101 DRISCOLL AVE & HAYDEN AVE,6/4/2016 11:04,12572759,DP1,-76.1962174598,43.0530069063
2711,SALINA ,ST,S ,2711-31 SALINA ST S & BRIGHTON AV,6/8/2016 10:22,12576870,DP2,-76.1430131381,43.0208064027
636,CUMBERLAND ,AVE, ,636 CUMBERLAND AVE,6/23/2016 13:41,12578494,DP2,-76.1125399301,43.0337157058
900,WALNUT ,AVE, ,900 WALNUT AVE & MARSHALL ST,7/8/2016 11:35,12577578,DP2,-76.1322416372,43.0407089082
800,IRVING ,AVE, ,800 IRVING AVE & VANBUREN ST                      ,7/31/2016 8:27,12577490,DP2,-76.1383709412,43.0386021057
214,MILBURN ,DR, ,214 MILBURN DR                                    ,8/8/2016 8:24,12571752,DP2,-76.1508412372,43.0039694025
1714,VALLEY ,DR, ,1714-16 VALLEY DR                                 ,8/11/2016 7:55,12571713,DP2,-76.1531574443,42.9997841012
110,CLAYTON ,AVE, ,110 CLAYTON AVE & LYNCH AVE                       ,8/18/2016 7:26,12571821,DP2,-76.1690477434,43.0146146019
212,CRIPPEN ,AVE, ,212 CRIPPEN AVE                                   ,8/18/2016 11:10,12576585,DP2,-76.1447667394,43.0037384009
118,CONAN ,ST, ,118 CONAN ST                                      ,8/19/2016 6:35,12576703,DP2,-76.149828737,43.0112095997
504,STATE FAIR,BLVD, ,504-08 STATE FAIR BLVD                            ,8/24/2016 10:16,12574976,DP2,-76.1817267539,43.0593344078
425,CAYUGA ,ST, ,425 CAYUGA ST & MYRTLE AVE                        ,8/25/2016 7:35,12572684,DP2,-76.1943002574,43.0483169077
306,MYRTLE ,AVE, ,306 MYRTLE AVE                                    ,8/25/2016 10:51,12572682,DP2,-76.1935019605,43.0471319034
415,CLINTON ,ST,S ,415-17 CLINTON ST S,4/14/2016 10:13,12573747,DP2,-76.1533912488,43.0473842086
171,HOPPER ,RD, ,171 HOPPER RD,4/18/2016 9:59,12571720,DP2,-76.159380245,43.0003519009
113,CHAFFEE ,AVE,E ,113 CHAFFEE AVE E,4/18/2016 11:04,12576514,DP2,-76.1515086405,42.9978804015
123,CHAFFEE ,AVE,E ,123 CHAFFEE AVE E,4/18/2016 13:03,12576516,DP2,-76.1502522388,42.9978085969
332,ROWLAND ,ST, ,332 ROWLAND ST & HERRIMAN ST,4/19/2016 13:07,12573052,DP1,-76.1769149551,43.0358767013
111,CHAFFEE ,AVE,E ,111 CHAFFEE AVE E,4/19/2016 13:36,12576512,DP2,-76.1516761404,42.9977992017
102,NORMANOR ,DR, ,102 NORMANOR DR & CHAFFEE AVE,4/19/2016 13:41,12576513,DP2,-76.1503777424,42.9976536016
118,NORMANOR ,DR, ,118 NORMANOR DR,4/19/2016 13:50,12576513,DP2,-76.1505274377,42.9968594012
146,WARRINGTON ,RD,W ,146 WARRINGTON RD W,4/21/2016 8:47,12576511,DP2,-76.1453802348,42.9944358965
200,ROSEMONT ,DR, ,200 ROSEMONT DR & BRONSON ST,4/21/2016 8:55,12576507,DP2,-76.1453489375,42.9935433986
118,BISSELL ,ST,W ,118-20 BISSELL ST W,4/21/2016 11:22,12573172,DP1,-76.1595377466,43.0259441026
811,WEST ,ST,S ,811 WEST ST S & S WEST ST ART,4/22/2016 10:09,13002343,DP1,-76.1572497465,43.0418269055
182,SPAULDING ,AVE, ,182 SPAULDING AVE & LONG MEAD,4/22/2016 10:25,12564366,DP2,-76.1472116392,42.9870095962
168,SPAULDING ,AVE, ,168 SPAULDING AVE & LONG MEAD,4/22/2016 10:31,13028592,DP2,-76.1466261352,42.9868775993
144,SPAULDING ,AVE, ,144 SPAULDING AVE,4/22/2016 10:36,12564368,DP2,-76.1458206339,42.9870173963
807,ALMOND ,ST, ,807 ALMOND ST,4/23/2016 8:33,13002417,DP2,-76.1424332397,43.0436502048
700,WASHINGTON ,ST,E ,700 WASHINGTON ST E & ALMOND,4/23/2016 11:40,12577985,DP2,-76.1422237436,43.0494409107
201,PARRISH ,LN, ,201 PARRISH LN,4/25/2016 10:45,12564398,DP2,-76.1423199352,42.9861050963
